dataset_key,model_key,topic_proxy,sentiment,ngram_n,phrase,count,rank,group_total_count
all,multilingual_minilm,product,neutral,2,one came,9,32,8502
all,multilingual_minilm,product,neutral,2,one products,9,29,8502
all,multilingual_minilm,product,neutral,2,received wrong,9,31,8502
all,multilingual_minilm,product,neutral,2,what expected,9,37,8502
all,multilingual_minilm,product,neutral,2,arrived quickly,8,46,8502
all,multilingual_minilm,product,neutral,2,arrived yet,8,43,8502
all,multilingual_minilm,product,neutral,2,better quality,8,39,8502
all,multilingual_minilm,product,neutral,2,bought two,8,45,8502
all,multilingual_minilm,product,neutral,2,box came,8,40,8502
all,multilingual_minilm,product,neutral,2,did arrive,8,44,8502
all,multilingual_minilm,product,neutral,2,does match,8,38,8502
all,multilingual_minilm,product,neutral,2,recommend store,8,41,8502
all,multilingual_minilm,product,neutral,2,still waiting,8,42,8502
all,multilingual_minilm,product,neutral,2,came damaged,7,58,8502
all,multilingual_minilm,product,neutral,2,came defective,7,53,8502
all,multilingual_minilm,product,neutral,2,came missing,7,57,8502
all,multilingual_minilm,product,neutral,2,cell phone,7,49,8502
all,multilingual_minilm,product,neutral,2,didn't come,7,47,8502
all,multilingual_minilm,product,neutral,2,expected better,7,50,8502
all,multilingual_minilm,product,neutral,2,it's good,7,54,8502
all,multilingual_minilm,product,neutral,2,like know,7,56,8502
all,multilingual_minilm,product,neutral,2,other than,7,52,8502
all,multilingual_minilm,product,neutral,2,received only,7,55,8502
all,multilingual_minilm,product,neutral,2,than expected,7,51,8502
all,multilingual_minilm,product,neutral,2,what happened,7,48,8502
all,multilingual_minilm,product,neutral,2,different one,6,67,8502
all,multilingual_minilm,product,neutral,2,does fit,6,63,8502
all,multilingual_minilm,product,neutral,2,expected more,6,62,8502
all,multilingual_minilm,product,neutral,2,hasn't arrived,6,66,8502
all,multilingual_minilm,product,neutral,2,like because,6,69,8502
all,multilingual_minilm,product,neutral,2,looks like,6,76,8502
all,multilingual_minilm,product,neutral,2,lower than,6,74,8502
all,multilingual_minilm,product,neutral,2,material good,6,72,8502
all,multilingual_minilm,product,neutral,2,one delivered,6,73,8502
all,multilingual_minilm,product,neutral,2,received products,6,71,8502
all,multilingual_minilm,product,neutral,2,return because,6,59,8502
all,multilingual_minilm,product,neutral,2,smaller than,6,60,8502
all,multilingual_minilm,product,neutral,2,than what,6,75,8502
all,multilingual_minilm,product,neutral,2,time purchase,6,68,8502
all,multilingual_minilm,product,neutral,2,until now,6,64,8502
all,multilingual_minilm,product,neutral,2,until today,6,65,8502
all,multilingual_minilm,product,neutral,2,what bought,6,70,8502
all,multilingual_minilm,product,neutral,2,yet been,6,61,8502
all,multilingual_minilm,product,neutral,2,arrived before,5,81,8502
all,multilingual_minilm,product,neutral,2,came crumpled,5,88,8502
all,multilingual_minilm,product,neutral,2,came different,5,92,8502
all,multilingual_minilm,product,neutral,2,came without,5,78,8502
all,multilingual_minilm,product,neutral,2,can't rate,5,95,8502
all,multilingual_minilm,product,neutral,2,credit card,5,86,8502
all,multilingual_minilm,product,neutral,2,did like,5,103,8502
all,multilingual_minilm,product,neutral,2,different photo,5,80,8502
all,multilingual_minilm,product,neutral,2,exchange another,5,84,8502
all,multilingual_minilm,product,neutral,2,good afternoon,5,85,8502
all,multilingual_minilm,product,neutral,2,good came,5,99,8502
all,multilingual_minilm,product,neutral,2,good recommend,5,94,8502
all,multilingual_minilm,product,neutral,2,i'm still,5,87,8502
all,multilingual_minilm,product,neutral,2,know how,5,96,8502
all,multilingual_minilm,product,neutral,2,know what,5,100,8502
all,multilingual_minilm,product,neutral,2,left something,5,77,8502
all,multilingual_minilm,product,neutral,2,only problem,5,98,8502
all,multilingual_minilm,product,neutral,2,other products,5,101,8502
all,multilingual_minilm,product,neutral,2,products came,5,82,8502
all,multilingual_minilm,product,neutral,2,products received,5,90,8502
all,multilingual_minilm,product,neutral,2,quality it's,5,89,8502
all,multilingual_minilm,product,neutral,2,same photo,5,102,8502
all,multilingual_minilm,product,neutral,2,stainless steel,5,91,8502
all,multilingual_minilm,product,neutral,2,time arrive,5,97,8502
all,multilingual_minilm,product,neutral,2,well packaged,5,83,8502
all,multilingual_minilm,product,neutral,2,would buy,5,93,8502
all,multilingual_minilm,product,neutral,2,wrong color,5,79,8502
all,multilingual_minilm,product,neutral,2,already received,4,105,8502
all,multilingual_minilm,product,neutral,2,apparently good,4,111,8502
all,multilingual_minilm,product,neutral,2,arrived crumpled,4,109,8502
all,multilingual_minilm,product,neutral,2,cotton polyester,4,112,8502
all,multilingual_minilm,product,neutral,2,did meet,4,106,8502
all,multilingual_minilm,product,neutral,2,different what,4,118,8502
all,multilingual_minilm,product,neutral,2,how exchange,4,113,8502
all,multilingual_minilm,product,neutral,2,i've been,4,115,8502
all,multilingual_minilm,product,neutral,2,identical products,4,120,8502
all,multilingual_minilm,product,neutral,2,like return,4,119,8502
all,multilingual_minilm,product,neutral,2,morning received,4,116,8502
all,multilingual_minilm,product,neutral,2,perfect condition,4,114,8502
all,multilingual_minilm,product,neutral,2,products purchased,4,107,8502
all,multilingual_minilm,product,neutral,2,quality material,4,104,8502
all,multilingual_minilm,product,neutral,2,received different,4,117,8502
all,multilingual_minilm,product,neutral,2,think should,4,110,8502
all,multilingual_minilm,product,neutral,2,without invoice,4,108,8502
all,multilingual_minilm,product,neutral,3,only received one,14,1,7440
all,multilingual_minilm,product,neutral,3,haven't received yet,12,2,7440
all,multilingual_minilm,product,neutral,3,leaves something desired,10,3,7440
all,multilingual_minilm,product,neutral,3,still haven't received,9,4,7440
all,multilingual_minilm,product,neutral,3,would like know,7,5,7440
all,multilingual_minilm,product,neutral,3,didn't like because,6,6,7440
all,multilingual_minilm,product,neutral,3,products only received,6,8,7440
all,multilingual_minilm,product,neutral,3,received only one,6,7,7440
all,multilingual_minilm,product,neutral,3,took long time,6,9,7440
all,multilingual_minilm,product,neutral,3,bought two products,5,12,7440
all,multilingual_minilm,product,neutral,3,left something desired,5,10,7440
all,multilingual_minilm,product,neutral,3,long time arrive,5,14,7440
all,multilingual_minilm,product,neutral,3,only one delivered,5,13,7440
all,multilingual_minilm,product,neutral,3,yet been delivered,5,11,7440
all,multilingual_minilm,product,neutral,3,bought products only,4,24,7440
all,multilingual_minilm,product,neutral,3,expected better quality,4,19,7440
all,multilingual_minilm,product,neutral,3,good morning received,4,16,7440
all,multilingual_minilm,product,neutral,3,haven't used yet,4,22,7440
all,multilingual_minilm,product,neutral,3,i'm still waiting,4,18,7440
all,multilingual_minilm,product,neutral,3,pick post office,4,25,7440
all,multilingual_minilm,product,neutral,3,quality leaves something,4,23,7440
all,multilingual_minilm,product,neutral,3,smaller than expected,4,15,7440
all,multilingual_minilm,product,neutral,3,two products only,4,20,7440
all,multilingual_minilm,product,neutral,3,would buy again,4,21,7440
all,multilingual_minilm,product,neutral,3,would like return,4,17,7440
all,multilingual_minilm,product,neutral,3,already been used,3,37,7440
all,multilingual_minilm,product,neutral,3,because haven't received,3,33,7440
all,multilingual_minilm,product,neutral,3,before expected date,3,38,7440
all,multilingual_minilm,product,neutral,3,bought two identical,3,46,7440
all,multilingual_minilm,product,neutral,3,buy another one,3,45,7440
all,multilingual_minilm,product,neutral,3,came wrong color,3,28,7440
all,multilingual_minilm,product,neutral,3,far haven't received,3,29,7440
all,multilingual_minilm,product,neutral,3,hasn't arrived yet,3,32,7440
all,multilingual_minilm,product,neutral,3,invoice did come,3,35,7440
all,multilingual_minilm,product,neutral,3,know what happened,3,43,7440
all,multilingual_minilm,product,neutral,3,lower than what,3,41,7440
all,multilingual_minilm,product,neutral,3,much lower than,3,40,7440
all,multilingual_minilm,product,neutral,3,much smaller than,3,36,7440
all,multilingual_minilm,product,neutral,3,only one came,3,39,7440
all,multilingual_minilm,product,neutral,3,products received only,3,30,7440
all,multilingual_minilm,product,neutral,3,received one other,3,42,7440
all,multilingual_minilm,product,neutral,3,received one products,3,26,7440
all,multilingual_minilm,product,neutral,3,sent another one,3,44,7440
all,multilingual_minilm,product,neutral,3,two identical products,3,47,7440
all,multilingual_minilm,product,neutral,3,until now received,3,31,7440
all,multilingual_minilm,product,neutral,3,would like exchange,3,27,7440
all,multilingual_minilm,product,neutral,3,yet i'm waiting,3,34,7440
all,multilingual_minilm,product,neutral,3,apparently good haven't,2,99,7440
all,multilingual_minilm,product,neutral,3,arrived before expected,2,86,7440
all,multilingual_minilm,product,neutral,3,arrived before scheduled,2,53,7440
all,multilingual_minilm,product,neutral,3,arrived little specification,2,111,7440
all,multilingual_minilm,product,neutral,3,arrived perfect condition,2,57,7440
all,multilingual_minilm,product,neutral,3,arrived quickly however,2,87,7440
all,multilingual_minilm,product,neutral,3,because arrived little,2,82,7440
all,multilingual_minilm,product,neutral,3,before scheduled date,2,54,7440
all,multilingual_minilm,product,neutral,3,bought products received,2,62,7440
all,multilingual_minilm,product,neutral,3,came broken i'm,2,75,7440
all,multilingual_minilm,product,neutral,3,came small defect,2,120,7440
all,multilingual_minilm,product,neutral,3,came would like,2,56,7440
all,multilingual_minilm,product,neutral,3,case power supply,2,70,7440
all,multilingual_minilm,product,neutral,3,cell phone film,2,52,7440
all,multilingual_minilm,product,neutral,3,delivered post office,2,51,7440
all,multilingual_minilm,product,neutral,3,did meet expectations,2,49,7440
all,multilingual_minilm,product,neutral,3,did receive because,2,104,7440
all,multilingual_minilm,product,neutral,3,didn't come any,2,48,7440
all,multilingual_minilm,product,neutral,3,different what bought,2,72,7440
all,multilingual_minilm,product,neutral,3,does match delivered,2,97,7440
all,multilingual_minilm,product,neutral,3,due truckers' strike,2,68,7440
all,multilingual_minilm,product,neutral,3,ended receiving only,2,107,7440
all,multilingual_minilm,product,neutral,3,far been delivered,2,93,7440
all,multilingual_minilm,product,neutral,3,fault post office,2,67,7440
all,multilingual_minilm,product,neutral,3,gave stars because,2,101,7440
all,multilingual_minilm,product,neutral,3,give stars because,2,94,7440
all,multilingual_minilm,product,neutral,3,good quality it's,2,63,7440
all,multilingual_minilm,product,neutral,3,good value money,2,74,7440
all,multilingual_minilm,product,neutral,3,good would buy,2,79,7440
all,multilingual_minilm,product,neutral,3,identity does fit,2,96,7440
all,multilingual_minilm,product,neutral,3,like because didn't,2,95,7440
all,multilingual_minilm,product,neutral,3,like know how,2,91,7440
all,multilingual_minilm,product,neutral,3,little smaller than,2,55,7440
all,multilingual_minilm,product,neutral,3,little specification will,2,112,7440
all,multilingual_minilm,product,neutral,3,lower quality than,2,119,7440
all,multilingual_minilm,product,neutral,3,material much lower,2,98,7440
all,multilingual_minilm,product,neutral,3,more than days,2,80,7440
all,multilingual_minilm,product,neutral,3,more than month,2,90,7440
all,multilingual_minilm,product,neutral,3,one came cracked,2,60,7440
all,multilingual_minilm,product,neutral,3,one products arrived,2,89,7440
all,multilingual_minilm,product,neutral,3,one products came,2,65,7440
all,multilingual_minilm,product,neutral,3,only one arrived,2,78,7440
all,multilingual_minilm,product,neutral,3,ordered two products,2,76,7440
all,multilingual_minilm,product,neutral,3,package came damaged,2,109,7440
all,multilingual_minilm,product,neutral,3,packaging wrapped bubble,2,83,7440
all,multilingual_minilm,product,neutral,3,post office pick,2,105,7440
all,multilingual_minilm,product,neutral,3,problem post office,2,118,7440
all,multilingual_minilm,product,neutral,3,products one missing,2,73,7440
all,multilingual_minilm,product,neutral,3,products only one,2,77,7440
all,multilingual_minilm,product,neutral,3,products store only,2,58,7440
all,multilingual_minilm,product,neutral,3,quality it's good,2,61,7440
all,multilingual_minilm,product,neutral,3,received came armrest,2,92,7440
all,multilingual_minilm,product,neutral,3,received cannot recommend,2,100,7440
all,multilingual_minilm,product,neutral,3,received i'm waiting,2,59,7440
all,multilingual_minilm,product,neutral,3,receiving only one,2,108,7440
all,multilingual_minilm,product,neutral,3,something desired fragile,2,117,7440
all,multilingual_minilm,product,neutral,3,specification will suit,2,113,7440
all,multilingual_minilm,product,neutral,3,stars because haven't,2,110,7440
all,multilingual_minilm,product,neutral,3,still hasn't arrived,2,106,7440
all,multilingual_minilm,product,neutral,3,suit need return,2,115,7440
all,multilingual_minilm,product,neutral,3,there only one,2,116,7440
all,multilingual_minilm,product,neutral,3,thought quality better,2,64,7440
all,multilingual_minilm,product,neutral,3,two products purchased,2,103,7440
all,multilingual_minilm,product,neutral,3,until today received,2,69,7440
all,multilingual_minilm,product,neutral,3,waiting refund amount,2,85,7440
all,multilingual_minilm,product,neutral,3,when tried contact,2,66,7440
all,multilingual_minilm,product,neutral,3,will only know,2,102,7440
all,multilingual_minilm,product,neutral,3,will receive other,2,50,7440
all,multilingual_minilm,product,neutral,3,will return due,2,81,7440
all,multilingual_minilm,product,neutral,3,will suit need,2,114,7440
all,multilingual_minilm,product,neutral,3,would like receive,2,71,7440
all,multilingual_minilm,product,neutral,3,wrapped bubble wrap,2,84,7440
all,multilingual_minilm,product,neutral,3,yet can't rate,2,88,7440
all,multilingual_minilm,product,positive,1,good,1269,1,30282
all,multilingual_minilm,product,positive,1,quality,1110,2,30282
all,multilingual_minilm,product,positive,1,great,1080,3,30282
all,multilingual_minilm,product,positive,1,recommend,870,4,30282
all,multilingual_minilm,product,positive,1,arrived,783,5,30282
all,multilingual_minilm,product,positive,1,excellent,577,6,30282
all,multilingual_minilm,product,positive,1,delivered,453,7,30282
all,multilingual_minilm,product,positive,1,expected,403,8,30282
all,multilingual_minilm,product,positive,1,well,393,9,30282
all,multilingual_minilm,product,positive,1,beautiful,379,10,30282
all,multilingual_minilm,product,positive,1,received,370,11,30282
all,multilingual_minilm,product,positive,1,came,343,12,30282
all,multilingual_minilm,product,positive,1,loved,334,13,30282
all,multilingual_minilm,product,positive,1,store,303,14,30282
all,multilingual_minilm,product,positive,1,products,286,15,30282
all,multilingual_minilm,product,positive,1,liked,278,16,30282
all,multilingual_minilm,product,positive,1,perfect,247,17,30282
all,multilingual_minilm,product,positive,1,before,232,18,30282
all,multilingual_minilm,product,positive,1,than,231,19,30282
all,multilingual_minilm,product,positive,1,satisfied,230,20,30282
all,multilingual_minilm,product,positive,1,quickly,218,21,30282
all,multilingual_minilm,product,positive,1,fast,192,22,30282
all,multilingual_minilm,product,positive,1,super,186,23,30282
all,multilingual_minilm,product,positive,1,time,185,24,30282
all,multilingual_minilm,product,positive,1,like,181,25,30282
all,multilingual_minilm,product,positive,1,date,180,26,30282
all,multilingual_minilm,product,positive,1,everything,178,27,30282
all,multilingual_minilm,product,positive,1,expectations,172,28,30282
all,multilingual_minilm,product,positive,1,purchase,171,30,30282
all,multilingual_minilm,product,positive,1,really,171,29,30282
all,multilingual_minilm,product,positive,1,packaged,169,31,30282
all,multilingual_minilm,product,positive,1,bought,155,32,30282
all,multilingual_minilm,product,positive,1,condition,151,33,30282
all,multilingual_minilm,product,positive,1,because,147,34,30282
all,multilingual_minilm,product,positive,1,it's,144,35,30282
all,multilingual_minilm,product,positive,1,buy,142,36,30282
all,multilingual_minilm,product,positive,1,advertised,138,37,30282
all,multilingual_minilm,product,positive,1,what,137,38,30282
all,multilingual_minilm,product,positive,1,only,136,39,30282
all,multilingual_minilm,product,positive,1,one,134,40,30282
all,multilingual_minilm,product,positive,1,price,130,41,30282
all,multilingual_minilm,product,positive,1,right,129,43,30282
all,multilingual_minilm,product,positive,1,yet,129,42,30282
all,multilingual_minilm,product,positive,1,service,124,44,30282
all,multilingual_minilm,product,positive,1,earlier,119,45,30282
all,multilingual_minilm,product,positive,1,haven't,114,46,30282
all,multilingual_minilm,product,positive,1,congratulations,113,47,30282
all,multilingual_minilm,product,positive,1,will,112,48,30282
all,multilingual_minilm,product,positive,1,i'm,109,49,30282
all,multilingual_minilm,product,positive,1,thank,105,50,30282
all,multilingual_minilm,product,positive,1,more,102,51,30282
all,multilingual_minilm,product,positive,1,highly,101,52,30282
all,multilingual_minilm,product,positive,1,days,98,53,30282
all,multilingual_minilm,product,positive,1,much,97,54,30282
all,multilingual_minilm,product,positive,1,would,94,55,30282
all,multilingual_minilm,product,positive,1,material,92,57,30282
all,multilingual_minilm,product,positive,1,seller,92,58,30282
all,multilingual_minilm,product,positive,1,without,92,56,30282
all,multilingual_minilm,product,positive,1,already,89,59,30282
all,multilingual_minilm,product,positive,1,everyone,87,60,30282
all,multilingual_minilm,product,positive,1,correct,86,62,30282
all,multilingual_minilm,product,positive,1,lannister,86,61,30282
all,multilingual_minilm,product,positive,1,little,85,63,30282
all,multilingual_minilm,product,positive,1,ahead,84,64,30282
all,multilingual_minilm,product,positive,1,met,84,65,30282
all,multilingual_minilm,product,positive,1,didn't,81,66,30282
all,multilingual_minilm,product,positive,1,always,80,67,30282
all,multilingual_minilm,product,positive,1,same,76,68,30282
all,multilingual_minilm,product,positive,1,been,75,69,30282
all,multilingual_minilm,product,positive,1,exactly,74,70,30282
all,multilingual_minilm,product,positive,1,thanks,71,71,30282
all,multilingual_minilm,product,positive,1,photo,69,72,30282
all,multilingual_minilm,product,positive,1,did,68,73,30282
all,multilingual_minilm,product,positive,1,correctly,67,77,30282
all,multilingual_minilm,product,positive,1,original,67,75,30282
all,multilingual_minilm,product,positive,1,still,67,76,30282
all,multilingual_minilm,product,positive,1,website,67,74,30282
all,multilingual_minilm,product,positive,1,described,66,80,30282
all,multilingual_minilm,product,positive,1,description,66,78,30282
all,multilingual_minilm,product,positive,1,schedule,66,79,30282
all,multilingual_minilm,product,positive,1,does,65,82,30282
all,multilingual_minilm,product,positive,1,packaging,65,81,30282
all,multilingual_minilm,product,positive,1,wonderful,64,83,30282
all,multilingual_minilm,product,positive,1,finish,63,84,30282
all,multilingual_minilm,product,positive,1,made,63,85,30282
all,multilingual_minilm,product,positive,1,easy,62,86,30282
all,multilingual_minilm,product,positive,1,other,61,88,30282
all,multilingual_minilm,product,positive,1,use,61,89,30282
all,multilingual_minilm,product,positive,1,used,61,87,30282
all,multilingual_minilm,product,positive,1,after,60,91,30282
all,multilingual_minilm,product,positive,1,box,60,90,30282
all,multilingual_minilm,product,positive,1,agreed,59,92,30282
all,multilingual_minilm,product,positive,1,better,58,93,30282
all,multilingual_minilm,product,positive,1,love,58,94,30282
all,multilingual_minilm,product,positive,1,small,58,95,30282
all,multilingual_minilm,product,positive,1,another,57,96,30282
all,multilingual_minilm,product,positive,1,could,56,97,30282
all,multilingual_minilm,product,positive,1,color,55,98,30282
all,multilingual_minilm,product,positive,1,thought,55,99,30282
all,multilingual_minilm,product,positive,1,come,54,100,30282
all,multilingual_minilm,product,positive,1,even,54,102,30282
all,multilingual_minilm,product,positive,1,need,54,103,30282
all,multilingual_minilm,product,positive,1,size,54,101,30282
all,multilingual_minilm,product,positive,1,there,54,104,30282
all,multilingual_minilm,product,positive,1,should,52,105,30282
all,multilingual_minilm,product,positive,1,any,49,106,30282
all,multilingual_minilm,product,positive,1,exceeded,49,109,30282
all,multilingual_minilm,product,positive,1,found,49,108,30282
all,multilingual_minilm,product,positive,1,problems,49,107,30282
all,multilingual_minilm,product,positive,1,when,49,110,30282
all,multilingual_minilm,product,positive,1,company,48,111,30282
all,multilingual_minilm,product,positive,1,about,47,114,30282
all,multilingual_minilm,product,positive,1,tested,47,113,30282
all,multilingual_minilm,product,positive,1,worth,47,112,30282
all,multilingual_minilm,product,positive,1,took,46,115,30282
all,multilingual_minilm,product,positive,1,know,45,116,30282
all,multilingual_minilm,product,positive,1,ordered,45,117,30282
all,multilingual_minilm,product,positive,1,which,45,118,30282
all,multilingual_minilm,product,positive,1,two,44,120,30282
all,multilingual_minilm,product,positive,1,within,44,119,30282
all,multilingual_minilm,product,positive,2,good quality,287,1,24942
all,multilingual_minilm,product,positive,2,great quality,287,2,24942
all,multilingual_minilm,product,positive,2,well packaged,147,3,24942
all,multilingual_minilm,product,positive,2,excellent quality,142,4,24942
all,multilingual_minilm,product,positive,2,than expected,134,5,24942
all,multilingual_minilm,product,positive,2,arrived quickly,126,6,24942
all,multilingual_minilm,product,positive,2,before expected,118,7,24942
all,multilingual_minilm,product,positive,2,earlier than,115,8,24942
all,multilingual_minilm,product,positive,2,really liked,108,9,24942
all,multilingual_minilm,product,positive,2,expected date,99,10,24942
all,multilingual_minilm,product,positive,2,highly recommend,96,11,24942
all,multilingual_minilm,product,positive,2,perfect condition,91,12,24942
all,multilingual_minilm,product,positive,2,quality recommend,76,13,24942
all,multilingual_minilm,product,positive,2,recommend everyone,76,14,24942
all,multilingual_minilm,product,positive,2,recommend store,76,15,24942
all,multilingual_minilm,product,positive,2,met expectations,67,16,24942
all,multilingual_minilm,product,positive,2,ahead schedule,66,17,24942
all,multilingual_minilm,product,positive,2,super fast,66,18,24942
all,multilingual_minilm,product,positive,2,arrived well,62,19,24942
all,multilingual_minilm,product,positive,2,arrived earlier,61,20,24942
all,multilingual_minilm,product,positive,2,arrived before,58,21,24942
all,multilingual_minilm,product,positive,2,good recommend,57,22,24942
all,multilingual_minilm,product,positive,2,well before,56,23,24942
all,multilingual_minilm,product,positive,2,delivered before,51,24,24942
all,multilingual_minilm,product,positive,2,exceeded expectations,47,25,24942
all,multilingual_minilm,product,positive,2,arrived perfect,41,26,24942
all,multilingual_minilm,product,positive,2,delivered quickly,40,27,24942
all,multilingual_minilm,product,positive,2,great recommend,37,29,24942
all,multilingual_minilm,product,positive,2,super recommend,37,28,24942
all,multilingual_minilm,product,positive,2,used yet,36,30,24942
all,multilingual_minilm,product,positive,2,arrived super,35,32,24942
all,multilingual_minilm,product,positive,2,beautiful good,35,31,24942
all,multilingual_minilm,product,positive,2,post office,35,33,24942
all,multilingual_minilm,product,positive,2,great arrived,34,35,24942
all,multilingual_minilm,product,positive,2,haven't used,34,34,24942
all,multilingual_minilm,product,positive,2,excellent recommend,33,37,24942
all,multilingual_minilm,product,positive,2,high quality,33,36,24942
all,multilingual_minilm,product,positive,2,before date,32,39,24942
all,multilingual_minilm,product,positive,2,came well,32,38,24942
all,multilingual_minilm,product,positive,2,good price,30,40,24942
all,multilingual_minilm,product,positive,2,quality beautiful,29,41,24942
all,multilingual_minilm,product,positive,2,what expected,28,42,24942
all,multilingual_minilm,product,positive,2,much earlier,27,46,24942
all,multilingual_minilm,product,positive,2,quality arrived,27,44,24942
all,multilingual_minilm,product,positive,2,quality products,27,43,24942
all,multilingual_minilm,product,positive,2,satisfied purchase,27,45,24942
all,multilingual_minilm,product,positive,2,good arrived,26,47,24942
all,multilingual_minilm,product,positive,2,great condition,26,48,24942
all,multilingual_minilm,product,positive,2,delivered ahead,25,49,24942
all,multilingual_minilm,product,positive,2,great store,25,52,24942
all,multilingual_minilm,product,positive,2,haven't tested,25,51,24942
all,multilingual_minilm,product,positive,2,quality good,25,53,24942
all,multilingual_minilm,product,positive,2,quality material,25,50,24942
all,multilingual_minilm,product,positive,2,arrived fast,23,56,24942
all,multilingual_minilm,product,positive,2,arrived time,23,54,24942
all,multilingual_minilm,product,positive,2,tested yet,23,55,24942
all,multilingual_minilm,product,positive,2,will buy,23,57,24942
all,multilingual_minilm,product,positive,2,great service,22,58,24942
all,multilingual_minilm,product,positive,2,well ahead,22,59,24942
all,multilingual_minilm,product,positive,2,beautiful great,21,61,24942
all,multilingual_minilm,product,positive,2,buy again,21,66,24942
all,multilingual_minilm,product,positive,2,everything fine,21,63,24942
all,multilingual_minilm,product,positive,2,lannister stores,21,62,24942
all,multilingual_minilm,product,positive,2,less than,21,64,24942
all,multilingual_minilm,product,positive,2,thank much,21,60,24942
all,multilingual_minilm,product,positive,2,value money,21,65,24942
all,multilingual_minilm,product,positive,2,arrived much,20,73,24942
all,multilingual_minilm,product,positive,2,delivered well,20,69,24942
all,multilingual_minilm,product,positive,2,good finish,20,70,24942
all,multilingual_minilm,product,positive,2,great products,20,72,24942
all,multilingual_minilm,product,positive,2,recommend good,20,68,24942
all,multilingual_minilm,product,positive,2,well finished,20,71,24942
all,multilingual_minilm,product,positive,2,without any,20,67,24942
all,multilingual_minilm,product,positive,2,arrived right,19,77,24942
all,multilingual_minilm,product,positive,2,easy assemble,19,75,24942
all,multilingual_minilm,product,positive,2,good beautiful,19,80,24942
all,multilingual_minilm,product,positive,2,good condition,19,74,24942
all,multilingual_minilm,product,positive,2,long time,19,79,24942
all,multilingual_minilm,product,positive,2,received before,19,76,24942
all,multilingual_minilm,product,positive,2,recommend great,19,78,24942
all,multilingual_minilm,product,positive,2,better than,18,90,24942
all,multilingual_minilm,product,positive,2,came right,18,85,24942
all,multilingual_minilm,product,positive,2,days after,18,87,24942
all,multilingual_minilm,product,positive,2,didn't like,18,89,24942
all,multilingual_minilm,product,positive,2,does what,18,91,24942
all,multilingual_minilm,product,positive,2,excellent store,18,86,24942
all,multilingual_minilm,product,positive,2,only one,18,81,24942
all,multilingual_minilm,product,positive,2,products arrived,18,84,24942
all,multilingual_minilm,product,positive,2,received products,18,88,24942
all,multilingual_minilm,product,positive,2,received well,18,92,24942
all,multilingual_minilm,product,positive,2,without problems,18,82,24942
all,multilingual_minilm,product,positive,2,would like,18,83,24942
all,multilingual_minilm,product,positive,2,ahead time,17,102,24942
all,multilingual_minilm,product,positive,2,arrived correctly,17,101,24942
all,multilingual_minilm,product,positive,2,before scheduled,17,99,24942
all,multilingual_minilm,product,positive,2,cost benefit,17,94,24942
all,multilingual_minilm,product,positive,2,delivered correctly,17,97,24942
all,multilingual_minilm,product,positive,2,delivered time,17,93,24942
all,multilingual_minilm,product,positive,2,exactly what,17,100,24942
all,multilingual_minilm,product,positive,2,expected good,17,103,24942
all,multilingual_minilm,product,positive,2,great great,17,98,24942
all,multilingual_minilm,product,positive,2,liked much,17,96,24942
all,multilingual_minilm,product,positive,2,what promises,17,95,24942
all,multilingual_minilm,product,positive,2,delivered fast,16,108,24942
all,multilingual_minilm,product,positive,2,good great,16,109,24942
all,multilingual_minilm,product,positive,2,great beautiful,16,107,24942
all,multilingual_minilm,product,positive,2,i'm going,16,105,24942
all,multilingual_minilm,product,positive,2,i'm still,16,106,24942
all,multilingual_minilm,product,positive,2,quality loved,16,104,24942
all,multilingual_minilm,product,positive,2,arrived days,15,117,24942
all,multilingual_minilm,product,positive,2,delivered advertised,15,111,24942
all,multilingual_minilm,product,positive,2,did come,15,110,24942
all,multilingual_minilm,product,positive,2,don't know,15,120,24942
all,multilingual_minilm,product,positive,2,excellent arrived,15,118,24942
all,multilingual_minilm,product,positive,2,faster than,15,115,24942
all,multilingual_minilm,product,positive,2,good service,15,119,24942
all,multilingual_minilm,product,positive,2,great price,15,113,24942
all,multilingual_minilm,product,positive,2,haven't received,15,112,24942
all,multilingual_minilm,product,positive,2,it's worth,15,114,24942
all,multilingual_minilm,product,positive,2,received quickly,15,116,24942
all,multilingual_minilm,product,positive,3,earlier than expected,102,1,20254
all,multilingual_minilm,product,positive,3,before expected date,91,2,20254
all,multilingual_minilm,product,positive,3,arrived earlier than,61,3,20254
all,multilingual_minilm,product,positive,3,well before expected,37,4,20254
all,multilingual_minilm,product,positive,3,arrived super fast,33,5,20254
all,multilingual_minilm,product,positive,3,arrived well before,32,7,20254
all,multilingual_minilm,product,positive,3,haven't used yet,32,6,20254
all,multilingual_minilm,product,positive,3,arrived before expected,29,8,20254
all,multilingual_minilm,product,positive,3,arrived perfect condition,28,9,20254
all,multilingual_minilm,product,positive,3,beautiful good quality,26,10,20254
all,multilingual_minilm,product,positive,3,much earlier than,26,11,20254
all,multilingual_minilm,product,positive,3,great quality recommend,25,12,20254
all,multilingual_minilm,product,positive,3,delivered before expected,24,13,20254
all,multilingual_minilm,product,positive,3,came well packaged,23,14,20254
all,multilingual_minilm,product,positive,3,haven't tested yet,22,15,20254
all,multilingual_minilm,product,positive,3,arrived much earlier,19,19,20254
all,multilingual_minilm,product,positive,3,delivered ahead schedule,19,17,20254
all,multilingual_minilm,product,positive,3,good quality recommend,19,16,20254
all,multilingual_minilm,product,positive,3,well ahead schedule,19,18,20254
